farm,sensor_name,statistic_type,description,unit,is_angle,is_counter,raw_column_matches,resolved_semantic_category,rai_currently_uses,exclusion_reason
Wind Farm C,sensor_203,"average,minimum,maximum,std_dev",Temperature of stator winding W1,Celsius,False,False,"sensor_203_avg, sensor_203_max, sensor_203_min, sensor_203_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_204,"average,maximum,minimum,std_dev",Temperature of stator winding W2,Celsius,False,False,"sensor_204_avg, sensor_204_max, sensor_204_min, sensor_204_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_205,"average,minimum,std_dev,maximum",Temperature electrical cabinet ,Celsius,False,False,"sensor_205_avg, sensor_205_max, sensor_205_min, sensor_205_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_206,"average,maximum,minimum,std_dev",Temperature electrical cabinet 1,Celsius,False,False,"sensor_206_avg, sensor_206_max, sensor_206_min, sensor_206_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_207,"average,maximum,minimum,std_dev",Temperature electrical cabinet 2,Celsius,False,False,"sensor_207_avg, sensor_207_max, sensor_207_min, sensor_207_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_208,"minimum,std_dev,average,maximum",Axis 1 cooling element temperature,Celsius,False,False,"sensor_208_avg, sensor_208_max, sensor_208_min, sensor_208_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_209,"minimum,std_dev,maximum,average",Axis 2 cooling element temperature,Celsius,False,False,"sensor_209_avg, sensor_209_max, sensor_209_min, sensor_209_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_210,"maximum,minimum,std_dev,average",Electrical cabinet temperature 3/4,Celsius,False,False,"sensor_210_avg, sensor_210_max, sensor_210_min, sensor_210_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_211,"maximum,minimum,average,std_dev",Trigger bypass valve gearbox,%,False,False,"sensor_211_avg, sensor_211_max, sensor_211_min, sensor_211_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_212,"maximum,std_dev,average,minimum",24VDC power pack 1,V,False,False,"sensor_212_avg, sensor_212_max, sensor_212_min, sensor_212_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_213,"average,maximum,minimum,std_dev",24VDC power pack 2,V,False,False,"sensor_213_avg, sensor_213_max, sensor_213_min, sensor_213_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_214,"maximum,average,minimum,std_dev",Axis 1 voltage 1 battery 100%,V,False,False,"sensor_214_avg, sensor_214_max, sensor_214_min, sensor_214_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_215,"maximum,average,minimum,std_dev",Axis 2 Voltage 1 battery 100%,V,False,False,"sensor_215_avg, sensor_215_max, sensor_215_min, sensor_215_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_216,"maximum,std_dev,minimum,average",Axis 3 Voltage 1 battery 100%,V,False,False,"sensor_216_avg, sensor_216_max, sensor_216_min, sensor_216_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_217,"maximum,std_dev,average,minimum",Voltage 24 VDC hub,V,False,False,"sensor_217_avg, sensor_217_max, sensor_217_min, sensor_217_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_218,"maximum,std_dev,minimum,average",Voltage 24 VDC nacelle,V,False,False,"sensor_218_avg, sensor_218_max, sensor_218_min, sensor_218_std",nacelle,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_219,"maximum,std_dev,average,minimum",Axis 1 Voltage 2 Battery 100%,V,False,False,"sensor_219_avg, sensor_219_max, sensor_219_min, sensor_219_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_220,"maximum,std_dev,minimum,average",Axis 2 Voltage 2 Battery 100%,V,False,False,"sensor_220_avg, sensor_220_max, sensor_220_min, sensor_220_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_221,"maximum,std_dev,average,minimum",Axis 3 voltage 2 battery 100%,V,False,False,"sensor_221_avg, sensor_221_max, sensor_221_min, sensor_221_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_222,"average,maximum,minimum,std_dev",Axis 1 Voltage battery 50%,V,False,False,"sensor_222_avg, sensor_222_max, sensor_222_min, sensor_222_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_223,"average,maximum,minimum,std_dev",Axis 2 Voltage battery 50%,V,False,False,"sensor_223_avg, sensor_223_max, sensor_223_min, sensor_223_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_224,"average,maximum,minimum,std_dev",Axis 3 Voltage battery 50%,V,False,False,"sensor_224_avg, sensor_224_max, sensor_224_min, sensor_224_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_225,"average,maximum,minimum,std_dev",Water conductivity QIT1,DL,False,False,"sensor_225_avg, sensor_225_max, sensor_225_min, sensor_225_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_226,"average,maximum,minimum,std_dev",Water pressure PT1,bar,False,False,"sensor_226_avg, sensor_226_max, sensor_226_min, sensor_226_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_227,"average,maximum,minimum,std_dev",Water pressure PT2,bar,False,False,"sensor_227_avg, sensor_227_max, sensor_227_min, sensor_227_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_228,"average,maximum,minimum,std_dev",Cooling water temp. generator inlet 1,Celsius,False,False,"sensor_228_avg, sensor_228_max, sensor_228_min, sensor_228_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_229,"average,minimum,std_dev,maximum",Cooling water temp. generator inlet 2,Celsius,False,False,"sensor_229_avg, sensor_229_max, sensor_229_min, sensor_229_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_230,"average,minimum,std_dev,maximum",Water flow,DL,False,False,"sensor_230_avg, sensor_230_max, sensor_230_min, sensor_230_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_231,"average,minimum,std_dev,maximum",Water pressure 1 cooling system,bar,False,False,"sensor_231_avg, sensor_231_max, sensor_231_min, sensor_231_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_232,"average,minimum,std_dev,maximum",Water pressure 2 cooling system,bar,False,False,"sensor_232_avg, sensor_232_max, sensor_232_min, sensor_232_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_233,"average,maximum,minimum,std_dev",Cooling water temp. generator outlet 1,Celsius,False,False,"sensor_233_avg, sensor_233_max, sensor_233_min, sensor_233_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_234,"average,maximum,minimum,std_dev",Cooling water temp. generator outlet 2,Celsius,False,False,"sensor_234_avg, sensor_234_max, sensor_234_min, sensor_234_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,wind_speed_235,"average,maximum,minimum,std_dev",Wind speed 1,m/s,False,False,"wind_speed_235_avg, wind_speed_235_max, wind_speed_235_min, wind_speed_235_std",wind_speed,True,
Wind Farm C,wind_speed_236,"average,maximum,minimum,std_dev",Wind speed 1+2,m/s,False,False,"wind_speed_236_avg, wind_speed_236_max, wind_speed_236_min, wind_speed_236_std",wind_speed,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,wind_speed_237,"average,minimum,std_dev,maximum",Wind speed 2,m/s,False,False,"wind_speed_237_avg, wind_speed_237_max, wind_speed_237_min, wind_speed_237_std",wind_speed,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
