category,evidentiary_tier,integrity_status,file_path,line_number,data_source,experiment,sample_size,independent_event_count,audit_notes
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11473,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11477,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11487,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11491,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11501,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11505,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11515,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11519,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11533,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11543,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11544,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11547,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11561,Zenodo Record 14006163,CARE to Compare Benchmark,"36 turbines, 3 farms",44,Correctly demarcated as PENDING / NOT COMPUTED on official callset.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11571,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11575,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11585,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11589,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11599,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11600,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11603,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11617,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11624,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11631,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11638,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11641,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11645,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11655,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11659,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Contextual numeric value.
Robustness & Safety Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11673,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11683,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11684,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11687,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11697,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11698,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11701,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11711,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11712,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,MODEL_COMPARISON,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11715,Solar Loss Attribution,Environmental Validation,Synthetic Solar Farm,2,Explicitly disclaims causal proof; labeled model-based association.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11722,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11725,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11726,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11729,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11743,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11750,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11757,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11764,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11771,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11778,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11785,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
Optimality Claims,SIMULATED_OUTCOME,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11792,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Tautological 100% optimality replaced with decoupled outcome evaluation.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11799,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11806,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11809,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11813,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11823,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11827,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11837,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11841,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11851,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11855,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11865,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11866,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11869,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11879,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11880,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11883,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11893,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11897,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11907,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11911,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11921,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11925,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11935,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11936,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11939,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11949,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11950,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11953,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11967,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
CARE Benchmark Claims,EXTERNAL_REAL,REMEDIATED,artifacts/evaluation/gate5_0/claim_audit.json,11974,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Demarcated to avoid conflating internal score with official CARE dataset.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11977,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11978,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11981,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11991,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11992,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,11995,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12005,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12006,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12009,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12023,Zenodo Record 14006163,CARE to Compare Benchmark,"36 turbines, 3 farms",44,Correctly demarcated as PENDING / NOT COMPUTED on official callset.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12033,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12037,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12047,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12048,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12051,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12061,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12062,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12065,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12075,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12079,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12089,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12093,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12103,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12104,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12107,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12121,Zenodo Record 14006163,CARE to Compare Benchmark,"36 turbines, 3 farms",44,Correctly demarcated as PENDING / NOT COMPUTED on official callset.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12131,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12135,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12149,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12173,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12174,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
Causality Language,MODEL_COMPARISON,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12177,Solar Loss Attribution,Environmental Validation,Synthetic Solar Farm,2,Explicitly disclaims causal proof; labeled model-based association.
Causality Language,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,12184,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Clarified as temporal alignment and dependence under permutation.
