farm,column_name,base_sensor,statistics_type,is_numeric,is_included_native,is_included_common,common_signal_name,exclusion_reason,unit,description,is_angle,is_counter
Wind Farm C,sensor_117_avg,sensor_117,avg,True,True,False,,,bar,Gearbox oil pressure input 1,False,False
Wind Farm C,sensor_117_max,sensor_117,max,True,True,False,,,bar,Gearbox oil pressure input 1,False,False
Wind Farm C,sensor_117_min,sensor_117,min,True,True,False,,,bar,Gearbox oil pressure input 1,False,False
Wind Farm C,sensor_117_std,sensor_117,std,True,True,False,,,bar,Gearbox oil pressure input 1,False,False
Wind Farm C,sensor_118_avg,sensor_118,avg,True,True,False,,,bar,Gearbox oil pressure input 2,False,False
Wind Farm C,sensor_118_max,sensor_118,max,True,True,False,,,bar,Gearbox oil pressure input 2,False,False
Wind Farm C,sensor_118_min,sensor_118,min,True,True,False,,,bar,Gearbox oil pressure input 2,False,False
Wind Farm C,sensor_118_std,sensor_118,std,True,True,False,,,bar,Gearbox oil pressure input 2,False,False
Wind Farm C,reactive_power_119_avg,reactive_power_119,avg,True,True,False,,,kvar,ABB-LS Reactive Power,False,False
Wind Farm C,reactive_power_119_max,reactive_power_119,max,True,True,False,,,kvar,ABB-LS Reactive Power,False,False
Wind Farm C,reactive_power_119_min,reactive_power_119,min,True,True,False,,,kvar,ABB-LS Reactive Power,False,False
Wind Farm C,reactive_power_119_std,reactive_power_119,std,True,True,False,,,kvar,ABB-LS Reactive Power,False,False
Wind Farm C,reactive_power_120_avg,reactive_power_120,avg,True,True,False,,,kvar,Reactive power converter,False,False
Wind Farm C,reactive_power_120_max,reactive_power_120,max,True,True,False,,,kvar,Reactive power converter,False,False
Wind Farm C,reactive_power_120_min,reactive_power_120,min,True,True,False,,,kvar,Reactive power converter,False,False
Wind Farm C,reactive_power_120_std,reactive_power_120,std,True,True,False,,,kvar,Reactive power converter,False,False
Wind Farm C,reactive_power_121_avg,reactive_power_121,avg,True,True,False,,,kvar,Reactive power GS converter,False,False
Wind Farm C,reactive_power_121_max,reactive_power_121,max,True,True,False,,,kvar,Reactive power GS converter,False,False
Wind Farm C,reactive_power_121_min,reactive_power_121,min,True,True,False,,,kvar,Reactive power GS converter,False,False
Wind Farm C,reactive_power_121_std,reactive_power_121,std,True,True,False,,,kvar,Reactive power GS converter,False,False
Wind Farm C,reactive_power_122_avg,reactive_power_122,avg,True,True,False,,,kvar,Reactive power HV grid,False,False
Wind Farm C,reactive_power_122_max,reactive_power_122,max,True,True,False,,,kvar,Reactive power HV grid,False,False
Wind Farm C,reactive_power_122_min,reactive_power_122,min,True,True,False,,,kvar,Reactive power HV grid,False,False
Wind Farm C,reactive_power_122_std,reactive_power_122,std,True,True,False,,,kvar,Reactive power HV grid,False,False
Wind Farm C,sensor_123_avg,sensor_123,avg,True,True,False,,,deg,Relative wind direction 1+2,True,False
Wind Farm C,sensor_123_max,sensor_123,max,True,True,False,,,deg,Relative wind direction 1+2,True,False
Wind Farm C,sensor_123_min,sensor_123,min,True,True,False,,,deg,Relative wind direction 1+2,True,False
Wind Farm C,sensor_123_std,sensor_123,std,True,True,False,,,deg,Relative wind direction 1+2,True,False
Wind Farm C,sensor_124_avg,sensor_124,avg,True,True,False,,,deg,Relative wind direction Yaw,True,False
Wind Farm C,sensor_124_max,sensor_124,max,True,True,False,,,deg,Relative wind direction Yaw,True,False
Wind Farm C,sensor_124_min,sensor_124,min,True,True,False,,,deg,Relative wind direction Yaw,True,False
Wind Farm C,sensor_124_std,sensor_124,std,True,True,False,,,deg,Relative wind direction Yaw,True,False
Wind Farm C,sensor_125_avg,sensor_125,avg,True,True,False,,,deg,Relative wind direction 1,True,False
Wind Farm C,sensor_125_max,sensor_125,max,True,True,False,,,deg,Relative wind direction 1,True,False
Wind Farm C,sensor_125_min,sensor_125,min,True,True,False,,,deg,Relative wind direction 1,True,False
Wind Farm C,sensor_125_std,sensor_125,std,True,True,False,,,deg,Relative wind direction 1,True,False
Wind Farm C,sensor_126_avg,sensor_126,avg,True,True,False,,,deg,Relative wind direction 2,True,False
Wind Farm C,sensor_126_max,sensor_126,max,True,True,False,,,deg,Relative wind direction 2,True,False
Wind Farm C,sensor_126_min,sensor_126,min,True,True,False,,,deg,Relative wind direction 2,True,False
Wind Farm C,sensor_126_std,sensor_126,std,True,True,False,,,deg,Relative wind direction 2,True,False
Wind Farm C,sensor_127_avg,sensor_127,avg,True,True,False,,,A,RMS current phase 1 HV grid,False,False
Wind Farm C,sensor_127_max,sensor_127,max,True,True,False,,,A,RMS current phase 1 HV grid,False,False
Wind Farm C,sensor_127_min,sensor_127,min,True,True,False,,,A,RMS current phase 1 HV grid,False,False
Wind Farm C,sensor_127_std,sensor_127,std,True,True,False,,,A,RMS current phase 1 HV grid,False,False
Wind Farm C,sensor_128_avg,sensor_128,avg,True,True,False,,,A,RMS current phase 2 HV grid,False,False
Wind Farm C,sensor_128_max,sensor_128,max,True,True,False,,,A,RMS current phase 2 HV grid,False,False
Wind Farm C,sensor_128_min,sensor_128,min,True,True,False,,,A,RMS current phase 2 HV grid,False,False
Wind Farm C,sensor_128_std,sensor_128,std,True,True,False,,,A,RMS current phase 2 HV grid,False,False
Wind Farm C,sensor_129_avg,sensor_129,avg,True,True,False,,,A,RMS current phase 3 HV grid,False,False
Wind Farm C,sensor_129_max,sensor_129,max,True,True,False,,,A,RMS current phase 3 HV grid,False,False
Wind Farm C,sensor_129_min,sensor_129,min,True,True,False,,,A,RMS current phase 3 HV grid,False,False
Wind Farm C,sensor_129_std,sensor_129,std,True,True,False,,,A,RMS current phase 3 HV grid,False,False
Wind Farm C,sensor_130_avg,sensor_130,avg,True,True,False,,,A,Generator RMS current L1,False,False
Wind Farm C,sensor_130_max,sensor_130,max,True,True,False,,,A,Generator RMS current L1,False,False
Wind Farm C,sensor_130_min,sensor_130,min,True,True,False,,,A,Generator RMS current L1,False,False
Wind Farm C,sensor_130_std,sensor_130,std,True,True,False,,,A,Generator RMS current L1,False,False
Wind Farm C,sensor_131_avg,sensor_131,avg,True,True,False,,,A,Generator RMS current L2,False,False
Wind Farm C,sensor_131_max,sensor_131,max,True,True,False,,,A,Generator RMS current L2,False,False
Wind Farm C,sensor_131_min,sensor_131,min,True,True,False,,,A,Generator RMS current L2,False,False
Wind Farm C,sensor_131_std,sensor_131,std,True,True,False,,,A,Generator RMS current L2,False,False
Wind Farm C,sensor_132_avg,sensor_132,avg,True,True,False,,,A,Generator RMS current L3,False,False
Wind Farm C,sensor_132_max,sensor_132,max,True,True,False,,,A,Generator RMS current L3,False,False
Wind Farm C,sensor_132_min,sensor_132,min,True,True,False,,,A,Generator RMS current L3,False,False
Wind Farm C,sensor_132_std,sensor_132,std,True,True,False,,,A,Generator RMS current L3,False,False
Wind Farm C,sensor_133_avg,sensor_133,avg,True,True,False,,,A,RMS line to line current axis 1,False,False
Wind Farm C,sensor_133_max,sensor_133,max,True,True,False,,,A,RMS line to line current axis 1,False,False
Wind Farm C,sensor_133_min,sensor_133,min,True,True,False,,,A,RMS line to line current axis 1,False,False
Wind Farm C,sensor_133_std,sensor_133,std,True,True,False,,,A,RMS line to line current axis 1,False,False
Wind Farm C,sensor_134_avg,sensor_134,avg,True,True,False,,,A,RMS line to line current axis 2,False,False
Wind Farm C,sensor_134_max,sensor_134,max,True,True,False,,,A,RMS line to line current axis 2,False,False
Wind Farm C,sensor_134_min,sensor_134,min,True,True,False,,,A,RMS line to line current axis 2,False,False
Wind Farm C,sensor_134_std,sensor_134,std,True,True,False,,,A,RMS line to line current axis 2,False,False
Wind Farm C,sensor_135_avg,sensor_135,avg,True,True,False,,,A,RMS line to line current axis 3,False,False
Wind Farm C,sensor_135_max,sensor_135,max,True,True,False,,,A,RMS line to line current axis 3,False,False
Wind Farm C,sensor_135_min,sensor_135,min,True,True,False,,,A,RMS line to line current axis 3,False,False
Wind Farm C,sensor_135_std,sensor_135,std,True,True,False,,,A,RMS line to line current axis 3,False,False
Wind Farm C,sensor_136_avg,sensor_136,avg,True,True,False,,,V,Generator RMS voltage L1-L2,False,False
Wind Farm C,sensor_136_max,sensor_136,max,True,True,False,,,V,Generator RMS voltage L1-L2,False,False
Wind Farm C,sensor_136_min,sensor_136,min,True,True,False,,,V,Generator RMS voltage L1-L2,False,False
Wind Farm C,sensor_136_std,sensor_136,std,True,True,False,,,V,Generator RMS voltage L1-L2,False,False
Wind Farm C,sensor_137_avg,sensor_137,avg,True,True,False,,,V,Generator RMS voltage L2-L3,False,False
Wind Farm C,sensor_137_max,sensor_137,max,True,True,False,,,V,Generator RMS voltage L2-L3,False,False
Wind Farm C,sensor_137_min,sensor_137,min,True,True,False,,,V,Generator RMS voltage L2-L3,False,False
Wind Farm C,sensor_137_std,sensor_137,std,True,True,False,,,V,Generator RMS voltage L2-L3,False,False
Wind Farm C,sensor_138_avg,sensor_138,avg,True,True,False,,,V,Generator RMS voltage L3-L1,False,False
Wind Farm C,sensor_138_max,sensor_138,max,True,True,False,,,V,Generator RMS voltage L3-L1,False,False
Wind Farm C,sensor_138_min,sensor_138,min,True,True,False,,,V,Generator RMS voltage L3-L1,False,False
Wind Farm C,sensor_138_std,sensor_138,std,True,True,False,,,V,Generator RMS voltage L3-L1,False,False
Wind Farm C,sensor_139_avg,sensor_139,avg,True,True,False,,,V,RMS voltage phase 1 HV grid,False,False
Wind Farm C,sensor_139_max,sensor_139,max,True,True,False,,,V,RMS voltage phase 1 HV grid,False,False
Wind Farm C,sensor_139_min,sensor_139,min,True,True,False,,,V,RMS voltage phase 1 HV grid,False,False
Wind Farm C,sensor_139_std,sensor_139,std,True,True,False,,,V,RMS voltage phase 1 HV grid,False,False
Wind Farm C,sensor_140_avg,sensor_140,avg,True,True,False,,,V,RMS voltage phase 2 HV grid,False,False
Wind Farm C,sensor_140_max,sensor_140,max,True,True,False,,,V,RMS voltage phase 2 HV grid,False,False
Wind Farm C,sensor_140_min,sensor_140,min,True,True,False,,,V,RMS voltage phase 2 HV grid,False,False
Wind Farm C,sensor_140_std,sensor_140,std,True,True,False,,,V,RMS voltage phase 2 HV grid,False,False
Wind Farm C,sensor_141_avg,sensor_141,avg,True,True,False,,,V,RMS voltage phase 3 HV grid,False,False
Wind Farm C,sensor_141_max,sensor_141,max,True,True,False,,,V,RMS voltage phase 3 HV grid,False,False
Wind Farm C,sensor_141_min,sensor_141,min,True,True,False,,,V,RMS voltage phase 3 HV grid,False,False
Wind Farm C,sensor_141_std,sensor_141,std,True,True,False,,,V,RMS voltage phase 3 HV grid,False,False
Wind Farm C,sensor_142_avg,sensor_142,avg,True,True,False,,,Hz,Rotational speed aerator A,False,False
Wind Farm C,sensor_142_max,sensor_142,max,True,True,False,,,Hz,Rotational speed aerator A,False,False
Wind Farm C,sensor_142_min,sensor_142,min,True,True,False,,,Hz,Rotational speed aerator A,False,False
Wind Farm C,sensor_142_std,sensor_142,std,True,True,False,,,Hz,Rotational speed aerator A,False,False
Wind Farm C,sensor_143_avg,sensor_143,avg,True,True,False,,,Hz,Rotational speed aerator B,False,False
Wind Farm C,sensor_143_max,sensor_143,max,True,True,False,,,Hz,Rotational speed aerator B,False,False
Wind Farm C,sensor_143_min,sensor_143,min,True,True,False,,,Hz,Rotational speed aerator B,False,False
Wind Farm C,sensor_143_std,sensor_143,std,True,True,False,,,Hz,Rotational speed aerator B,False,False
Wind Farm C,sensor_144_avg,sensor_144,avg,True,True,True,rotor_speed,,1/min,Rotor speed 1,False,False
Wind Farm C,sensor_144_max,sensor_144,max,True,True,False,,,1/min,Rotor speed 1,False,False
Wind Farm C,sensor_144_min,sensor_144,min,True,True,False,,,1/min,Rotor speed 1,False,False
Wind Farm C,sensor_144_std,sensor_144,std,True,True,False,,,1/min,Rotor speed 1,False,False
Wind Farm C,sensor_145_avg,sensor_145,avg,True,True,False,,,1/min,Rotor speed 2,False,False
Wind Farm C,sensor_145_max,sensor_145,max,True,True,False,,,1/min,Rotor speed 2,False,False
Wind Farm C,sensor_145_min,sensor_145,min,True,True,False,,,1/min,Rotor speed 2,False,False
Wind Farm C,sensor_145_std,sensor_145,std,True,True,False,,,1/min,Rotor speed 2,False,False
Wind Farm C,sensor_146_avg,sensor_146,avg,True,True,False,,,1/min,Rotor speed gearbox main shaft 1,False,False
Wind Farm C,sensor_146_max,sensor_146,max,True,True,False,,,1/min,Rotor speed gearbox main shaft 1,False,False
Wind Farm C,sensor_146_min,sensor_146,min,True,True,False,,,1/min,Rotor speed gearbox main shaft 1,False,False
Wind Farm C,sensor_146_std,sensor_146,std,True,True,False,,,1/min,Rotor speed gearbox main shaft 1,False,False
Wind Farm C,sensor_147_avg,sensor_147,avg,True,True,False,,,1/min,Rotor speed gearbox main shaft 2,False,False
Wind Farm C,sensor_147_max,sensor_147,max,True,True,False,,,1/min,Rotor speed gearbox main shaft 2,False,False
Wind Farm C,sensor_147_min,sensor_147,min,True,True,False,,,1/min,Rotor speed gearbox main shaft 2,False,False
Wind Farm C,sensor_147_std,sensor_147,std,True,True,False,,,1/min,Rotor speed gearbox main shaft 2,False,False
Wind Farm C,sensor_148_avg,sensor_148,avg,True,True,False,,,1/min,RPM motor axis 1,False,False
Wind Farm C,sensor_148_max,sensor_148,max,True,True,False,,,1/min,RPM motor axis 1,False,False
Wind Farm C,sensor_148_min,sensor_148,min,True,True,False,,,1/min,RPM motor axis 1,False,False
Wind Farm C,sensor_148_std,sensor_148,std,True,True,False,,,1/min,RPM motor axis 1,False,False
Wind Farm C,sensor_149_avg,sensor_149,avg,True,True,False,,,1/min,RPM motor axis 2,False,False
Wind Farm C,sensor_149_max,sensor_149,max,True,True,False,,,1/min,RPM motor axis 2,False,False
Wind Farm C,sensor_149_min,sensor_149,min,True,True,False,,,1/min,RPM motor axis 2,False,False
Wind Farm C,sensor_149_std,sensor_149,std,True,True,False,,,1/min,RPM motor axis 2,False,False
Wind Farm C,sensor_150_avg,sensor_150,avg,True,True,False,,,1/min,RPM motor axis 3,False,False
Wind Farm C,sensor_150_max,sensor_150,max,True,True,False,,,1/min,RPM motor axis 3,False,False
Wind Farm C,sensor_150_min,sensor_150,min,True,True,False,,,1/min,RPM motor axis 3,False,False
Wind Farm C,sensor_150_std,sensor_150,std,True,True,False,,,1/min,RPM motor axis 3,False,False
Wind Farm C,sensor_151_avg,sensor_151,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing A1,False,False
Wind Farm C,sensor_151_max,sensor_151,max,True,True,False,,,Celsius,Temperature 1 planetary bearing A1,False,False
Wind Farm C,sensor_151_min,sensor_151,min,True,True,False,,,Celsius,Temperature 1 planetary bearing A1,False,False
Wind Farm C,sensor_151_std,sensor_151,std,True,True,False,,,Celsius,Temperature 1 planetary bearing A1,False,False
Wind Farm C,sensor_152_avg,sensor_152,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing A2,False,False
Wind Farm C,sensor_152_max,sensor_152,max,True,True,False,,,Celsius,Temperature 1 planetary bearing A2,False,False
Wind Farm C,sensor_152_min,sensor_152,min,True,True,False,,,Celsius,Temperature 1 planetary bearing A2,False,False
Wind Farm C,sensor_152_std,sensor_152,std,True,True,False,,,Celsius,Temperature 1 planetary bearing A2,False,False
Wind Farm C,sensor_153_avg,sensor_153,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing B1,False,False
Wind Farm C,sensor_153_max,sensor_153,max,True,True,False,,,Celsius,Temperature 1 planetary bearing B1,False,False
Wind Farm C,sensor_153_min,sensor_153,min,True,True,False,,,Celsius,Temperature 1 planetary bearing B1,False,False
Wind Farm C,sensor_153_std,sensor_153,std,True,True,False,,,Celsius,Temperature 1 planetary bearing B1,False,False
Wind Farm C,sensor_154_avg,sensor_154,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing B2,False,False
Wind Farm C,sensor_154_max,sensor_154,max,True,True,False,,,Celsius,Temperature 1 planetary bearing B2,False,False
Wind Farm C,sensor_154_min,sensor_154,min,True,True,False,,,Celsius,Temperature 1 planetary bearing B2,False,False
Wind Farm C,sensor_154_std,sensor_154,std,True,True,False,,,Celsius,Temperature 1 planetary bearing B2,False,False
Wind Farm C,sensor_155_avg,sensor_155,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing C1,False,False
Wind Farm C,sensor_155_max,sensor_155,max,True,True,False,,,Celsius,Temperature 1 planetary bearing C1,False,False
Wind Farm C,sensor_155_min,sensor_155,min,True,True,False,,,Celsius,Temperature 1 planetary bearing C1,False,False
Wind Farm C,sensor_155_std,sensor_155,std,True,True,False,,,Celsius,Temperature 1 planetary bearing C1,False,False
Wind Farm C,sensor_156_avg,sensor_156,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing C2,False,False
Wind Farm C,sensor_156_max,sensor_156,max,True,True,False,,,Celsius,Temperature 1 planetary bearing C2,False,False
Wind Farm C,sensor_156_min,sensor_156,min,True,True,False,,,Celsius,Temperature 1 planetary bearing C2,False,False
Wind Farm C,sensor_156_std,sensor_156,std,True,True,False,,,Celsius,Temperature 1 planetary bearing C2,False,False
Wind Farm C,sensor_157_avg,sensor_157,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing D1,False,False
Wind Farm C,sensor_157_max,sensor_157,max,True,True,False,,,Celsius,Temperature 1 planetary bearing D1,False,False
Wind Farm C,sensor_157_min,sensor_157,min,True,True,False,,,Celsius,Temperature 1 planetary bearing D1,False,False
Wind Farm C,sensor_157_std,sensor_157,std,True,True,False,,,Celsius,Temperature 1 planetary bearing D1,False,False
Wind Farm C,sensor_158_avg,sensor_158,avg,True,True,False,,,Celsius,Temperature 1 planetary bearing D2,False,False
Wind Farm C,sensor_158_max,sensor_158,max,True,True,False,,,Celsius,Temperature 1 planetary bearing D2,False,False
Wind Farm C,sensor_158_min,sensor_158,min,True,True,False,,,Celsius,Temperature 1 planetary bearing D2,False,False
Wind Farm C,sensor_158_std,sensor_158,std,True,True,False,,,Celsius,Temperature 1 planetary bearing D2,False,False
Wind Farm C,sensor_159_avg,sensor_159,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing A1,False,False
Wind Farm C,sensor_159_max,sensor_159,max,True,True,False,,,Celsius,Temperature 2 planetary bearing A1,False,False
Wind Farm C,sensor_159_min,sensor_159,min,True,True,False,,,Celsius,Temperature 2 planetary bearing A1,False,False
Wind Farm C,sensor_159_std,sensor_159,std,True,True,False,,,Celsius,Temperature 2 planetary bearing A1,False,False
Wind Farm C,sensor_160_avg,sensor_160,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing A2,False,False
Wind Farm C,sensor_160_max,sensor_160,max,True,True,False,,,Celsius,Temperature 2 planetary bearing A2,False,False
Wind Farm C,sensor_160_min,sensor_160,min,True,True,False,,,Celsius,Temperature 2 planetary bearing A2,False,False
Wind Farm C,sensor_160_std,sensor_160,std,True,True,False,,,Celsius,Temperature 2 planetary bearing A2,False,False
Wind Farm C,sensor_161_avg,sensor_161,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing B1,False,False
Wind Farm C,sensor_161_max,sensor_161,max,True,True,False,,,Celsius,Temperature 2 planetary bearing B1,False,False
Wind Farm C,sensor_161_min,sensor_161,min,True,True,False,,,Celsius,Temperature 2 planetary bearing B1,False,False
Wind Farm C,sensor_161_std,sensor_161,std,True,True,False,,,Celsius,Temperature 2 planetary bearing B1,False,False
Wind Farm C,sensor_162_avg,sensor_162,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing B2,False,False
Wind Farm C,sensor_162_max,sensor_162,max,True,True,False,,,Celsius,Temperature 2 planetary bearing B2,False,False
Wind Farm C,sensor_162_min,sensor_162,min,True,True,False,,,Celsius,Temperature 2 planetary bearing B2,False,False
Wind Farm C,sensor_162_std,sensor_162,std,True,True,False,,,Celsius,Temperature 2 planetary bearing B2,False,False
Wind Farm C,sensor_163_avg,sensor_163,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing C1,False,False
Wind Farm C,sensor_163_max,sensor_163,max,True,True,False,,,Celsius,Temperature 2 planetary bearing C1,False,False
Wind Farm C,sensor_163_min,sensor_163,min,True,True,False,,,Celsius,Temperature 2 planetary bearing C1,False,False
Wind Farm C,sensor_163_std,sensor_163,std,True,True,False,,,Celsius,Temperature 2 planetary bearing C1,False,False
Wind Farm C,sensor_164_avg,sensor_164,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing C2,False,False
Wind Farm C,sensor_164_max,sensor_164,max,True,True,False,,,Celsius,Temperature 2 planetary bearing C2,False,False
Wind Farm C,sensor_164_min,sensor_164,min,True,True,False,,,Celsius,Temperature 2 planetary bearing C2,False,False
Wind Farm C,sensor_164_std,sensor_164,std,True,True,False,,,Celsius,Temperature 2 planetary bearing C2,False,False
Wind Farm C,sensor_165_avg,sensor_165,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing D1,False,False
Wind Farm C,sensor_165_max,sensor_165,max,True,True,False,,,Celsius,Temperature 2 planetary bearing D1,False,False
Wind Farm C,sensor_165_min,sensor_165,min,True,True,False,,,Celsius,Temperature 2 planetary bearing D1,False,False
Wind Farm C,sensor_165_std,sensor_165,std,True,True,False,,,Celsius,Temperature 2 planetary bearing D1,False,False
Wind Farm C,sensor_166_avg,sensor_166,avg,True,True,False,,,Celsius,Temperature 2 planetary bearing D2,False,False
Wind Farm C,sensor_166_max,sensor_166,max,True,True,False,,,Celsius,Temperature 2 planetary bearing D2,False,False
Wind Farm C,sensor_166_min,sensor_166,min,True,True,False,,,Celsius,Temperature 2 planetary bearing D2,False,False
Wind Farm C,sensor_166_std,sensor_166,std,True,True,False,,,Celsius,Temperature 2 planetary bearing D2,False,False
Wind Farm C,sensor_167_avg,sensor_167,avg,True,True,False,,,Celsius,Air temp. transformer container,False,False
Wind Farm C,sensor_167_max,sensor_167,max,True,True,False,,,Celsius,Air temp. transformer container,False,False
Wind Farm C,sensor_167_min,sensor_167,min,True,True,False,,,Celsius,Air temp. transformer container,False,False
Wind Farm C,sensor_167_std,sensor_167,std,True,True,False,,,Celsius,Air temp. transformer container,False,False
Wind Farm C,sensor_168_avg,sensor_168,avg,True,True,False,,,Celsius,Temperature of axial bearing 1,False,False
Wind Farm C,sensor_168_max,sensor_168,max,True,True,False,,,Celsius,Temperature of axial bearing 1,False,False
Wind Farm C,sensor_168_min,sensor_168,min,True,True,False,,,Celsius,Temperature of axial bearing 1,False,False
Wind Farm C,sensor_168_std,sensor_168,std,True,True,False,,,Celsius,Temperature of axial bearing 1,False,False
Wind Farm C,sensor_169_avg,sensor_169,avg,True,True,False,,,Celsius,Temperature of axial bearing 2,False,False
Wind Farm C,sensor_169_max,sensor_169,max,True,True,False,,,Celsius,Temperature of axial bearing 2,False,False
Wind Farm C,sensor_169_min,sensor_169,min,True,True,False,,,Celsius,Temperature of axial bearing 2,False,False
Wind Farm C,sensor_169_std,sensor_169,std,True,True,False,,,Celsius,Temperature of axial bearing 2,False,False
Wind Farm C,sensor_170_avg,sensor_170,avg,True,True,False,,,Celsius,Control box temperature,False,False
Wind Farm C,sensor_170_max,sensor_170,max,True,True,False,,,Celsius,Control box temperature,False,False
Wind Farm C,sensor_170_min,sensor_170,min,True,True,False,,,Celsius,Control box temperature,False,False
Wind Farm C,sensor_170_std,sensor_170,std,True,True,False,,,Celsius,Control box temperature,False,False
Wind Farm C,sensor_171_avg,sensor_171,avg,True,True,False,,,Celsius,Temperature converter room,False,False
Wind Farm C,sensor_171_max,sensor_171,max,True,True,False,,,Celsius,Temperature converter room,False,False
Wind Farm C,sensor_171_min,sensor_171,min,True,True,False,,,Celsius,Temperature converter room,False,False
Wind Farm C,sensor_171_std,sensor_171,std,True,True,False,,,Celsius,Temperature converter room,False,False
Wind Farm C,sensor_172_avg,sensor_172,avg,True,True,False,,,Celsius,Converter cabinet temperature,False,False
Wind Farm C,sensor_172_max,sensor_172,max,True,True,False,,,Celsius,Converter cabinet temperature,False,False
Wind Farm C,sensor_172_min,sensor_172,min,True,True,False,,,Celsius,Converter cabinet temperature,False,False
Wind Farm C,sensor_172_std,sensor_172,std,True,True,False,,,Celsius,Converter cabinet temperature,False,False
Wind Farm C,sensor_173_avg,sensor_173,avg,True,True,False,,,Celsius,Generator temperature 1 cooling air inlet,False,False
Wind Farm C,sensor_173_max,sensor_173,max,True,True,False,,,Celsius,Generator temperature 1 cooling air inlet,False,False
Wind Farm C,sensor_173_min,sensor_173,min,True,True,False,,,Celsius,Generator temperature 1 cooling air inlet,False,False
Wind Farm C,sensor_173_std,sensor_173,std,True,True,False,,,Celsius,Generator temperature 1 cooling air inlet,False,False
Wind Farm C,sensor_174_avg,sensor_174,avg,True,True,False,,,Celsius,Generator temperature 2 cooling air inlet,False,False
Wind Farm C,sensor_174_max,sensor_174,max,True,True,False,,,Celsius,Generator temperature 2 cooling air inlet,False,False
Wind Farm C,sensor_174_min,sensor_174,min,True,True,False,,,Celsius,Generator temperature 2 cooling air inlet,False,False
Wind Farm C,sensor_174_std,sensor_174,std,True,True,False,,,Celsius,Generator temperature 2 cooling air inlet,False,False
Wind Farm C,sensor_175_avg,sensor_175,avg,True,True,False,,,Celsius,Axis 3 cooling element temperature,False,False
Wind Farm C,sensor_175_max,sensor_175,max,True,True,False,,,Celsius,Axis 3 cooling element temperature,False,False
Wind Farm C,sensor_175_min,sensor_175,min,True,True,False,,,Celsius,Axis 3 cooling element temperature,False,False
Wind Farm C,sensor_175_std,sensor_175,std,True,True,False,,,Celsius,Axis 3 cooling element temperature,False,False
Wind Farm C,sensor_176_avg,sensor_176,avg,True,True,False,,,Celsius,Temperature cooling air exit,False,False
Wind Farm C,sensor_176_max,sensor_176,max,True,True,False,,,Celsius,Temperature cooling air exit,False,False
Wind Farm C,sensor_176_min,sensor_176,min,True,True,False,,,Celsius,Temperature cooling air exit,False,False
Wind Farm C,sensor_176_std,sensor_176,std,True,True,False,,,Celsius,Temperature cooling air exit,False,False
Wind Farm C,sensor_177_avg,sensor_177,avg,True,True,False,,,Celsius,Outside temperature,False,False
Wind Farm C,sensor_177_max,sensor_177,max,True,True,False,,,Celsius,Outside temperature,False,False
Wind Farm C,sensor_177_min,sensor_177,min,True,True,False,,,Celsius,Outside temperature,False,False
Wind Farm C,sensor_177_std,sensor_177,std,True,True,False,,,Celsius,Outside temperature,False,False
Wind Farm C,sensor_178_avg,sensor_178,avg,True,True,False,,,Celsius,Hydraulic oil tank temperature 1,False,False
Wind Farm C,sensor_178_max,sensor_178,max,True,True,False,,,Celsius,Hydraulic oil tank temperature 1,False,False
Wind Farm C,sensor_178_min,sensor_178,min,True,True,False,,,Celsius,Hydraulic oil tank temperature 1,False,False
Wind Farm C,sensor_178_std,sensor_178,std,True,True,False,,,Celsius,Hydraulic oil tank temperature 1,False,False
Wind Farm C,sensor_179_avg,sensor_179,avg,True,True,False,,,Celsius,Hydraulic oil tank temperature 2,False,False
Wind Farm C,sensor_179_max,sensor_179,max,True,True,False,,,Celsius,Hydraulic oil tank temperature 2,False,False
Wind Farm C,sensor_179_min,sensor_179,min,True,True,False,,,Celsius,Hydraulic oil tank temperature 2,False,False
Wind Farm C,sensor_179_std,sensor_179,std,True,True,False,,,Celsius,Hydraulic oil tank temperature 2,False,False
Wind Farm C,sensor_180_avg,sensor_180,avg,True,True,False,,,Celsius,Axis1 Motor temperature KTY84,False,False
Wind Farm C,sensor_180_max,sensor_180,max,True,True,False,,,Celsius,Axis1 Motor temperature KTY84,False,False
Wind Farm C,sensor_180_min,sensor_180,min,True,True,False,,,Celsius,Axis1 Motor temperature KTY84,False,False
Wind Farm C,sensor_180_std,sensor_180,std,True,True,False,,,Celsius,Axis1 Motor temperature KTY84,False,False
Wind Farm C,sensor_181_avg,sensor_181,avg,True,True,False,,,Celsius,Axis2 Motor temperature KTY84,False,False
Wind Farm C,sensor_181_max,sensor_181,max,True,True,False,,,Celsius,Axis2 Motor temperature KTY84,False,False
